1|0.1|user1|-1
2|0.2|user2|-1
3|0.3|user3|-1
4|0.4|user4|-1
5|0.5|user5|-1
6|0.6|user6|-1
7|0.7|user7|-1
8|0.8|user8|-1
9|0.9|user9|-1
10|1|user10|-1
11|1.1|user11|-1
12|1.2|user12|-1
13|1.3|user13|-1
14|1.4|user14|-1
15|1.5|user15|-1
16|1.6|user16|-1
17|1.7|user17|-1
18|1.8|user18|-1
19|1.9|user19|-1
20|2|user20|-1
21|2.1|user21|-1
22|2.2|user22|-1
23|2.3|user23|-1
24|2.4|user24|-1
25|2.5|user25|-1
26|2.6|user26|-1
27|2.7|user27|-1
28|2.8|user28|-1
29|2.9|user29|-1
30|3|user30|-1
31|3.1|user31|-1
32|3.2|user32|-1
33|3.3|user33|-1
34|3.4|user34|-1
35|3.5|user35|-1
36|3.6|user36|-1
37|3.7|user37|-1
38|3.8|user38|-1
39|3.9|user39|-1
40|4|user40|-1
41|4.1|user41|-1
42|4.2|user42|-1
43|4.3|user43|-1
44|4.4|user44|-1
45|4.5|user45|-1
46|4.6|user46|-1
47|4.7|user47|-1
48|4.8|user48|-1
49|4.9|user49|-1
50|5|user50|-1
51|5.1|user51|-1
52|5.2|user52|-1
53|5.3|user53|-1
54|5.4|user54|-1
55|5.5|user55|-1
56|5.6|user56|-1
57|5.7|user57|-1
58|5.8|user58|-1
59|5.9|user59|-1
60|6|user60|-1
61|6.1|user61|-1
62|6.2|user62|-1
63|6.3|user63|-1
64|6.4|user64|-1
65|6.5|user65|-1
66|6.6|user66|-1
67|6.7|user67|-1
68|6.8|user68|-1
69|6.9|user69|-1
70|7|user70|-1
71|7.1|user71|-1
72|7.2|user72|-1
73|7.3|user73|-1
74|7.4|user74|-1
75|7.5|user75|-1
76|7.6|user76|-1
77|7.7|user77|-1
78|7.8|user78|-1
79|7.9|user79|-1
80|8|user80|-1
81|8.1|user81|-1
82|8.2|user82|-1
83|8.3|user83|-1
84|8.4|user84|-1
85|8.5|user85|-1
86|8.6|user86|-1
87|8.7|user87|-1
88|8.8|user88|-1
89|8.9|user89|-1
90|9|user90|-1
91|9.1|user91|-1
92|9.2|user92|-1
93|9.3|user93|-1
94|9.4|user94|-1
95|9.5|user95|-1
96|9.6|user96|-1
97|9.7|user97|-1
98|9.8|user98|-1
99|9.9|user99|-1
100|10|user100|-1
101|10.1|user101|-1
102|10.2|user102|-1
103|10.3|user103|-1
104|10.4|user104|-1
105|10.5|user105|-1
106|10.6|user106|-1
107|10.7|user107|-1
108|10.8|user108|-1
109|10.9|user109|-1
110|11|user110|-1
111|11.1|user111|-1
112|11.2|user112|-1
113|11.3|user113|-1
114|11.4|user114|-1
115|11.5|user115|-1
116|11.6|user116|-1
117|11.7|user117|-1
118|11.8|user118|-1
119|11.9|user119|-1
120|12|user120|-1
121|12.1|user121|-1
122|12.2|user122|-1
123|12.3|user123|-1
124|12.4|user124|-1
125|12.5|user125|-1
126|12.6|user126|-1
127|12.7|user127|-1
128|12.8|user128|-1
129|12.9|user129|-1
130|13|user130|-1
131|13.1|user131|-1
132|13.2|user132|-1
133|13.3|user133|-1
134|13.4|user134|-1
135|13.5|user135|-1
136|13.6|user136|-1
137|13.7|user137|-1
138|13.8|user138|-1
139|13.9|user139|-1
140|14|user140|-1
141|14.1|user141|-1
142|14.2|user142|-1
143|14.3|user143|-1
144|14.4|user144|-1
145|14.5|user145|-1
146|14.6|user146|-1
147|14.7|user147|-1
148|14.8|user148|-1
149|14.9|user149|-1
150|15|user150|-1
151|15.1|user151|-1
152|15.2|user152|-1
153|15.3|user153|-1
154|15.4|user154|-1
155|15.5|user155|-1
156|15.6|user156|-1
157|15.7|user157|-1
158|15.8|user158|-1
159|15.9|user159|-1
160|16|user160|-1
161|16.1|user161|-1
162|16.2|user162|-1
163|16.3|user163|-1
164|16.4|user164|-1
165|16.5|user165|-1
166|16.6|user166|-1
167|16.7|user167|-1
168|16.8|user168|-1
169|16.9|user169|-1
170|17|user170|-1
171|17.1|user171|-1
172|17.2|user172|-1
173|17.3|user173|-1
174|17.4|user174|-1
175|17.5|user175|-1
176|17.6|user176|-1
177|17.7|user177|-1
178|17.8|user178|-1
179|17.9|user179|-1
180|18|user180|-1
181|18.1|user181|-1
182|18.2|user182|-1
183|18.3|user183|-1
184|18.4|user184|-1
185|18.5|user185|-1
186|18.6|user186|-1
187|18.7|user187|-1
188|18.8|user188|-1
189|18.9|user189|-1
190|19|user190|-1
191|19.1|user191|-1
192|19.2|user192|-1
193|19.3|user193|-1
194|19.4|user194|-1
195|19.5|user195|-1
196|19.6|user196|-1
197|19.7|user197|-1
198|19.8|user198|-1
199|19.9|user199|-1
200|20|user200|-1
201|20.1|user201|-1
202|20.2|user202|-1
203|20.3|user203|-1
204|20.4|user204|-1
205|20.5|user205|-1
206|20.6|user206|-1
207|20.7|user207|-1
208|20.8|user208|-1
209|20.9|user209|-1
210|21|user210|-1
211|21.1|user211|-1
212|21.2|user212|-1
213|21.3|user213|-1
214|21.4|user214|-1
215|21.5|user215|-1
216|21.6|user216|-1
217|21.7|user217|-1
218|21.8|user218|-1
219|21.9|user219|-1
220|22|user220|-1
221|22.1|user221|-1
222|22.2|user222|-1
223|22.3|user223|-1
224|22.4|user224|-1
225|22.5|user225|-1
226|22.6|user226|-1
227|22.7|user227|-1
228|22.8|user228|-1
229|22.9|user229|-1
230|23|user230|-1
231|23.1|user231|-1
232|23.2|user232|-1
233|23.3|user233|-1
234|23.4|user234|-1
235|23.5|user235|-1
236|23.6|user236|-1
237|23.7|user237|-1
238|23.8|user238|-1
239|23.9|user239|-1
240|24|user240|-1
241|24.1|user241|-1
242|24.2|user242|-1
243|24.3|user243|-1
244|24.4|user244|-1
245|24.5|user245|-1
246|24.6|user246|-1
247|24.7|user247|-1
248|24.8|user248|-1
249|24.9|user249|-1
250|25|user250|-1
251|25.1|user251|-1
252|25.2|user252|-1
253|25.3|user253|-1
254|25.4|user254|-1
255|25.5|user255|-1
256|25.6|user256|-1
257|25.7|user257|-1
258|25.8|user258|-1
259|25.9|user259|-1
260|26|user260|-1
261|26.1|user261|-1
262|26.2|user262|-1
263|26.3|user263|-1
264|26.4|user264|-1
265|26.5|user265|-1
266|26.6|user266|-1
267|26.7|user267|-1
268|26.8|user268|-1
269|26.9|user269|-1
270|27|user270|-1
271|27.1|user271|-1
272|27.2|user272|-1
273|27.3|user273|-1
274|27.4|user274|-1
275|27.5|user275|-1
276|27.6|user276|-1
277|27.7|user277|-1
278|27.8|user278|-1
279|27.9|user279|-1
280|28|user280|-1
